TIME,VALUE,LABEL
0.125520825,0.409895837,bw_beat_period
0.535416663,0.380208313,bw_beat_period
0.915624976,0.420312524,bw_beat_period
1.335937500,0.407291651,bw_beat_period
1.743229151,0.420312643,bw_beat_period
2.163541794,0.418402672,bw_beat_period
2.581944466,0.396180630,bw_beat_period
2.978125095,0.431770802,bw_beat_period
3.409895897,0.414062500,bw_beat_period
3.823958397,0.423437119,bw_beat_period
4.247395515,0.396354675,bw_beat_period
4.643750191,0.441145897,bw_beat_period
5.084896088,0.428124428,bw_beat_period
5.513020515,0.428646088,bw_beat_period
5.941666603,0.435416698,bw_beat_period
6.377083302,0.443229198,bw_beat_period
6.820312500,0.387499809,bw_beat_period
7.207812309,0.386979103,bw_beat_period
7.594791412,0.429687500,bw_beat_period
8.024478912,0.401562691,bw_beat_period
8.426041603,0.396875381,bw_beat_period
8.822916985,0.392013550,bw_beat_period
9.214930534,0.401736259,bw_beat_period
9.616666794,0.423437119,bw_beat_period
10.040103912,0.405729294,bw_beat_period
10.445833206,0.408332825,bw_beat_period
10.854166031,0.405208588,bw_beat_period
11.259374619,0.435417175,bw_beat_period
11.694791794,0.453125000,bw_beat_period
12.147916794,0.450520515,bw_beat_period
12.598437309,0.480729103,bw_beat_period
13.079166412,0.473438263,bw_beat_period
13.552604675,0.402603149,bw_beat_period
13.955207825,0.433334351,bw_beat_period
14.388542175,0.382291794,bw_beat_period
14.770833969,0.414062500,bw_beat_period
15.184896469,0.397396088,bw_beat_period
15.582292557,0.407291412,bw_beat_period
15.989583969,0.413019180,bw_beat_period
16.402603149,0.447050095,bw_beat_period
16.849653244,0.405555725,bw_beat_period
17.255208969,0.457984924,bw_beat_period
17.713193893,0.417015076,bw_beat_period
18.130208969,0.431941986,bw_beat_period
18.562150955,0.403474808,bw_beat_period
18.965625763,0.523609161,bw_beat_period
19.489234924,0.708160400,bw_beat_period
20.197395325,0.647396088,bw_beat_period
20.844791412,0.419792175,bw_beat_period
21.264583588,0.420310974,bw_beat_period
21.684894562,0.409896851,bw_beat_period
22.094791412,0.418228149,bw_beat_period
22.513019562,0.428127289,bw_beat_period
22.941146851,0.403991699,bw_beat_period
23.345138550,0.404861450,bw_beat_period
23.750000000,0.438541412,bw_beat_period
24.188541412,0.409376144,bw_beat_period
24.597917557,0.410415649,bw_beat_period
25.008333206,0.413541794,bw_beat_period
25.421875000,0.433334351,bw_beat_period
25.855209351,0.442186356,bw_beat_period
26.297395706,0.471876144,bw_beat_period
26.769271851,0.496353149,bw_beat_period
27.265625000,0.476562500,bw_beat_period
27.742187500,0.417709351,bw_beat_period
28.159896851,0.430728912,bw_beat_period
28.590625763,0.375000000,bw_beat_period
28.965625763,0.433853149,bw_beat_period
29.399478912,0.398960114,bw_beat_period
29.798439026,0.420310974,bw_beat_period
30.218750000,0.409896851,bw_beat_period
30.628646851,0.469268799,bw_beat_period
31.097915649,0.404167175,bw_beat_period
31.502082825,0.441320419,bw_beat_period
31.943403244,0.410764694,bw_beat_period
32.354167938,0.438541412,bw_beat_period
32.792709351,0.404167175,bw_beat_period
33.196876526,0.517707825,bw_beat_period
33.714584351,0.736976624,bw_beat_period
34.451560974,0.641670227,bw_beat_period
35.093231201,0.410934448,bw_beat_period
35.504165649,0.428127289,bw_beat_period
35.932292938,0.426563263,bw_beat_period
36.358856201,0.424476624,bw_beat_period
36.783332825,0.399482727,bw_beat_period
37.182815552,0.424823761,bw_beat_period
37.607639313,0.421527863,bw_beat_period
38.029167175,0.434894562,bw_beat_period
38.464061737,0.416145325,bw_beat_period
38.880207062,0.428127289,bw_beat_period
39.308334351,0.435417175,bw_beat_period
39.743751526,0.392707825,bw_beat_period
40.136459351,0.459896088,bw_beat_period
40.596355438,0.482810974,bw_beat_period
41.079166412,0.519790649,bw_beat_period
