TIME,VALUE,LABEL
0.020312499,0.317708343,bw_beat_period
0.338020831,0.315104157,bw_beat_period
0.653124988,0.346875012,bw_beat_period
1.000000000,0.336458325,bw_beat_period
1.336458325,0.336979151,bw_beat_period
1.673437476,0.323437452,bw_beat_period
1.996874928,0.368749976,bw_beat_period
2.365624905,0.381771088,bw_beat_period
2.747395992,0.359895706,bw_beat_period
3.107291698,0.348958254,bw_beat_period
3.456249952,0.335416794,bw_beat_period
3.791666746,0.307291269,bw_beat_period
4.098958015,0.362500191,bw_beat_period
4.461458206,0.364062309,bw_beat_period
4.825520515,0.327604294,bw_beat_period
5.153124809,0.338541985,bw_beat_period
5.491666794,0.335416794,bw_beat_period
5.827083588,0.375000000,bw_beat_period
6.202083588,0.345312119,bw_beat_period
6.547395706,0.340104103,bw_beat_period
6.887499809,0.341667175,bw_beat_period
7.229166985,0.334895134,bw_beat_period
7.564062119,0.364062786,bw_beat_period
7.928124905,0.356943607,bw_beat_period
8.285068512,0.373265266,bw_beat_period
8.658333778,0.362846375,bw_beat_period
9.021180153,0.351736069,bw_beat_period
9.372916222,0.352084160,bw_beat_period
9.725000381,0.364583015,bw_beat_period
10.089583397,0.367708206,bw_beat_period
10.457291603,0.433333397,bw_beat_period
10.890625000,0.322916031,bw_beat_period
11.213541031,0.328125000,bw_beat_period
11.541666031,0.319791794,bw_beat_period
11.861457825,0.358333588,bw_beat_period
12.219791412,0.345312119,bw_beat_period
12.565103531,0.337500572,bw_beat_period
12.902604103,0.336284637,bw_beat_period
13.238888741,0.336111069,bw_beat_period
13.574999809,0.356770515,bw_beat_period
13.931770325,0.340105057,bw_beat_period
14.271875381,0.335416794,bw_beat_period
14.607292175,0.340624809,bw_beat_period
14.947916985,0.308854103,bw_beat_period
15.256771088,0.398437500,bw_beat_period
15.655208588,0.393228531,bw_beat_period
16.048437119,0.382812500,bw_beat_period
