TIME,VALUE,DURATION,LEVEL,LABEL
0.162499994,48,0.075000003,0.8,n9-1
0.166666672,74,0.075000003,0.8,n1-1
0.252083331,72,0.075000003,0.8,n2-1
0.354166657,71,0.075000003,0.8,n3-1
0.443749994,72,0.075000003,0.8,n4-1
0.516666651,60,0.075000003,0.8,n10-1
0.523958325,71,0.075000003,0.8,n5-1
0.615625024,72,0.075000003,0.8,n6-1
0.691666663,71,0.086458333,0.8,n7-1
0.777083337,72,0.075000003,0.8,n8-1
0.876041651,81,0.083333336,0.8,n11-1
0.885416687,64,0.075000003,0.8,n19-1
0.992708325,79,0.079166666,0.8,n12-1
1.083333373,78,0.075000003,0.8,n13-1
1.174999952,79,0.075000003,0.8,n14-1
1.269791722,78,0.075000003,0.8,n15-1
1.278125048,60,0.075000003,0.8,n20-1
1.368749976,79,0.075000003,0.8,n16-1
1.465625048,78,0.075000003,0.8,n17-1
1.545833349,79,0.075000003,0.8,n18-1
1.638541698,65,0.075000003,0.8,n29-1
1.654166698,80,0.089583330,0.8,n21-1
1.745833278,81,0.107291669,0.8,n22-1
1.857291698,84,0.128124997,0.8,n23-1
1.966666698,83,0.089583330,0.8,n24-1
1.990625024,60,0.138541669,0.8,n30-1
2.042708397,86,0.116666667,0.8,n25-1
2.140625000,84,0.115625001,0.8,n26-1
2.221874952,83,0.075000003,0.8,n27-1
2.288541555,81,0.075000003,0.8,n28-1
2.433333397,81,0.075000003,0.8,n31-1
2.434375048,60,0.415625006,0.8,n39-1
2.436458349,64,0.395833343,0.8,n40-1
2.538541555,79,0.093750000,0.8,n32-1
2.648958445,88,0.105208330,0.8,n33-1
2.736458302,86,0.131249994,0.8,n34-1
2.831249952,84,0.110416666,0.8,n35-1
2.896874905,83,0.081249997,0.8,n36-1
2.986458302,81,0.075000003,0.8,n37-1
3.067708254,61,0.075000003,0.8,n42-1
3.105208397,79,0.075000003,0.8,n38-1
3.235416651,79,0.082291670,0.8,n43-1
3.239583254,62,0.469791681,0.8,n51-1
3.333333254,77,0.095833331,0.8,n44-1
3.450000048,86,0.107291669,0.8,n45-1
3.532291651,84,0.150000006,0.8,n46-1
3.638541698,83,0.110416666,0.8,n47-1
